0	0.1291	2.956193
10	0.6777	1.058843
20	0.8041	0.647557
30	0.852	0.499350
40	0.8761	0.423005
50	0.8766	0.416161
60	0.8883	0.379837
70	0.8862	0.385085
80	0.8921	0.365360
90	0.8952	0.357570
100	0.9043	0.327419
110	0.9176	0.290813
120	0.9157	0.283539
130	0.9185	0.285085
140	0.9256	0.259039
150	0.9219	0.266270
160	0.9274	0.249957
170	0.9263	0.254556
180	0.9211	0.257724
190	0.9241	0.253876
200	0.9321	0.240480
210	0.9329	0.229815
220	0.9322	0.234415
230	0.9331	0.232473
240	0.9343	0.225906
250	0.9228	0.248568
260	0.9343	0.222752
270	0.9392	0.212398
280	0.9325	0.222466
290	0.9387	0.207496
300	0.9394	0.203357
310	0.942	0.197406
320	0.9413	0.195464
330	0.9419	0.198023
340	0.9467	0.188442
350	0.9476	0.183628
360	0.9407	0.198035
370	0.9443	0.193566
380	0.947	0.182030
390	0.9438	0.187171
400	0.9477	0.184403
410	0.9475	0.178356
420	0.9473	0.182917
430	0.9462	0.185325
440	0.9518	0.168780
450	0.9479	0.175232
460	0.951	0.163836
470	0.9504	0.168789
480	0.9525	0.164478
490	0.9523	0.161577
500	0.954	0.155721
510	0.9507	0.165487
520	0.9505	0.163111
530	0.9549	0.153783
540	0.9539	0.153370
550	0.9553	0.146728
560	0.9553	0.150813
570	0.9567	0.143790
580	0.9558	0.143385
590	0.9567	0.144944
600	0.9556	0.144457
610	0.9505	0.160732
620	0.9558	0.147359
630	0.9548	0.148991
640	0.9589	0.133653
650	0.9609	0.131761
660	0.9636	0.128101
670	0.9624	0.127742
680	0.9617	0.129801
690	0.961	0.132523
700	0.9607	0.132804
710	0.9631	0.126824
720	0.9648	0.121628
730	0.9638	0.122465
740	0.9644	0.124276
750	0.9658	0.120994
760	0.9662	0.118095
770	0.9625	0.125112
780	0.9638	0.123203
790	0.9644	0.120063
800	0.9633	0.121211
810	0.9655	0.120673
820	0.9674	0.115286
830	0.9662	0.114987
840	0.9664	0.114248
850	0.9659	0.114677
860	0.9656	0.114007
870	0.9666	0.113738
880	0.9647	0.115844
890	0.9649	0.116816
900	0.965	0.116281
910	0.9678	0.113270
920	0.9677	0.110104
930	0.9677	0.108577
940	0.9657	0.112789
950	0.9638	0.116609
960	0.9677	0.107880
970	0.9649	0.113359
980	0.967	0.109175
990	0.9659	0.109612
